hostid              PageRank              outdegree              indegree
4680              8.379141E-5              0                         51
1200              8.378999E-5              37                         161
10276              8.378278E-5              31                         105
4369              8.364904E-5              20                         49
5659              8.3603416E-5              257                         185
10793              8.3482955E-5              201                         134
3307              8.3421844E-5              7                         28
2716              8.34094E-5              1                         221
7757              8.313318E-5              3                         40
5984              8.3122715E-5              23                         83
10619              8.310582E-5              192                         185
6234              8.301893E-5              3                         131
10447              8.295923E-5              9                         85
10159              8.2752034E-5              136                         130
3960              8.273841E-5              4                         165
2381              8.270324E-5              27                         28
2633              8.270324E-5              27                         28
2944              8.270324E-5              27                         28
5942              8.262229E-5              291                         215
11184              8.255548E-5              320                         105
7713              8.25473E-5              15                         32
10594              8.248257E-5              21                         81
10308              8.247379E-5              364                         138
9392              8.245932E-5              30                         94
7506              8.2441744E-5              48                         114
11249              8.242409E-5              0                         141
6988              8.241163E-5              379                         159
8762              8.234626E-5              139                         110
9956              8.2342274E-5              239                         151
4086              8.222334E-5              154                         167
6969              8.2140614E-5              17                         86
8993              8.1982325E-5              153                         98
5564              8.195094E-5              8                         19
10287              8.193004E-5              30                         101
1107              8.190856E-5              16                         33
6131              8.189463E-5              33                         83
7401              8.177728E-5              363                         141
1912              8.1756334E-5              5                         21
10165              8.171087E-5              153                         87
668              8.1697646E-5              95                         40
7501              8.165126E-5              4                         47
9092              8.152372E-5              0                         70
6099              8.133401E-5              139                         101
7275              8.120219E-5              31                         132
3966              8.1189195E-5              31                         132
5020              8.115326E-5              37                         56
4919              8.097541E-5              16                         102
11064              8.0968806E-5              96                         93
4030              8.091696E-5              140                         126
5509              8.090597E-5              14                         178
11137              8.089149E-5              152                         114
4103              8.088721E-5              2                         44
5627              8.0884114E-5              345                         47
7771              8.081567E-5              189                         176
1060              8.0784666E-5              27                         27
5434              8.0780825E-5              4                         117
6711              8.062529E-5              40                         75
6352              8.060199E-5              1                         75
8789              8.057454E-5              96                         163
9886              8.05681E-5              35                         98
3887              8.0465456E-5              21                         59
4415              8.043275E-5              155                         62
6867              8.043073E-5              47                         87
5037              8.031494E-5              70                         100
4031              8.026969E-5              9                         31
9194              8.010439E-5              0                         1
6246              8.009669E-5              24                         141
6150              8.008832E-5              131                         131
7094              8.00817E-5              139                         137
2043              8.006885E-5              4                         61
2712              8.00296E-5              33                         53
4091              7.990511E-5              191                         148
1756              7.9875266E-5              33                         37
3704              7.987421E-5              33                         33
1737              7.9854144E-5              33                         33
1878              7.985186E-5              33                         32
3204              7.985186E-5              33                         32
3347              7.985186E-5              33                         32
3506              7.985186E-5              33                         32
2405              7.985185E-5              33                         32
2597              7.985185E-5              33                         32
5319              7.984022E-5              51                         86
4556              7.983318E-5              4                         17
8256              7.9772806E-5              3                         92
8678              7.970454E-5              1                         175
9096              7.969477E-5              13                         11
8493              7.965972E-5              78                         112
5653              7.9542515E-5              196                         123
4838              7.954205E-5              29                         85
6411              7.9486555E-5              8                         15
3702              7.942726E-5              0                         218
8761              7.9412835E-5              49                         139
4852              7.931601E-5              12                         73
2104              7.929004E-5              34                         117
2497              7.9260135E-5              39                         153
8690              7.9233774E-5              1                         57
6166              7.919525E-5              99                         130
10838              7.9178026E-5              30                         36
3418              7.9176534E-5              15                         97
5753              7.910024E-5              9                         94
7528              7.907312E-5              61                         132
6551              7.906865E-5              67                         158
10972              7.903373E-5              15                         64
5279              7.9032674E-5              1                         95
6189              7.889314E-5              39                         118
11182              7.886393E-5              179                         125
2922              7.8862315E-5              4                         11
8788              7.8798876E-5              56                         100
9298              7.878834E-5              4                         10
6862              7.876943E-5              4                         91
9193              7.876194E-5              1                         34
2511              7.870027E-5              115                         139
9892              7.865855E-5              10                         17
8485              7.865621E-5              163                         107
10000              7.8644814E-5              150                         129
8930              7.860351E-5              19                         61
4401              7.85964E-5              66                         113
6134              7.856596E-5              205                         139
2065              7.855968E-5              2                         57
2753              7.853923E-5              61                         137
11305              7.852465E-5              135                         77
3198              7.849073E-5              0                         16
11276              7.833767E-5              2                         54
8461              7.83214E-5              10                         17
9637              7.829369E-5              69                         183
9405              7.813537E-5              1                         139
9157              7.806409E-5              32                         89
10503              7.8012636E-5              10                         27
7373              7.794478E-5              39                         123
8357              7.7799785E-5              3                         81
4220              7.768552E-5              64                         136
1376              7.7666235E-5              32                         31
10783              7.7598335E-5              31                         198
3471              7.752807E-5              168                         4
8209              7.751581E-5              296                         179
5014              7.742947E-5              1                         146
8944              7.734972E-5              104                         155
3295              7.733222E-5              3                         2
4322              7.726031E-5              397                         223
8952              7.7258905E-5              6                         49
9316              7.725197E-5              24                         58
10347              7.713357E-5              0                         126
7617              7.710916E-5              9                         91
10741              7.7091645E-5              221                         188
8879              7.703187E-5              76                         52
8854              7.69841E-5              159                         124
9950              7.697927E-5              48                         38
7090              7.6934266E-5              83                         108
8807              7.693305E-5              81                         140
9645              7.6880184E-5              13                         121
8708              7.685069E-5              51                         149
7303              7.683682E-5              57                         100
4749              7.679461E-5              1625                         141
4458              7.678801E-5              1                         92
8618              7.668862E-5              47                         53
5132              7.6570075E-5              13                         97
1054              7.655843E-5              70                         202
4890              7.654302E-5              268                         96
8925              7.6535776E-5              1                         101
3056              7.649639E-5              248                         172
9152              7.646878E-5              0                         78
4301              7.643433E-5              55                         115
6886              7.6273114E-5              448                         62
7732              7.626114E-5              187                         148
5735              7.625808E-5              100                         120
10724              7.6248296E-5              798                         148
7253              7.623876E-5              8                         11
5968              7.617765E-5              112                         126
10918              7.61555E-5              105                         94
7144              7.605926E-5              33                         69
8411              7.60247E-5              0                         85
9040              7.595732E-5              126                         110
3844              7.593593E-5              20                         88
6128              7.5927775E-5              83                         75
9750              7.587819E-5              177                         118
8607              7.5878175E-5              0                         35
10917              7.580756E-5              27                         82
8200              7.580743E-5              137                         178
9195              7.573839E-5              195                         112
8778              7.572354E-5              80                         128
1128              7.569764E-5              7                         10
1928              7.569764E-5              7                         10
2879              7.569764E-5              7                         10
3070              7.569764E-5              7                         10
3483              7.569764E-5              7                         10
4703              7.564491E-5              147                         106
6102              7.5572774E-5              333                         64
3030              7.55261E-5              186                         143
5303              7.55187E-5              28                         74
10750              7.549708E-5              7                         135
6929              7.539411E-5              2                         16
6188              7.533512E-5              14                         35
8332              7.5255295E-5              27                         88
4214              7.525251E-5              119                         112
2519              7.518309E-5              36                         25
7827              7.512621E-5              394                         144
10502              7.510527E-5              84                         133
9875              7.5094154E-5              3                         114
5361              7.509E-5              208                         67
4207              7.508828E-5              0                         120
8986              7.503429E-5              88                         63
9044              7.50195E-5              27                         69
4307              7.4923264E-5              1                         23
4767              7.491744E-5              46                         28
298              7.489551E-5              0                         79
2383              7.487381E-5              4                         32
5257              7.483361E-5              10                         50
3992              7.4810974E-5              10                         119
7497              7.480511E-5              309                         102
11164              7.471483E-5              130                         110
6416              7.467388E-5              57                         93
3645              7.457069E-5              127                         83
4326              7.456773E-5              249                         170
10766              7.4390206E-5              37                         154
6668              7.43752E-5              115                         154
6614              7.434261E-5              6                         88
11211              7.428052E-5              41                         67
4986              7.416513E-5              1                         133
5674              7.4112744E-5              239                         184
6328              7.4092626E-5              127                         133
7691              7.4076284E-5              113                         116
8824              7.403447E-5              49                         103
5469              7.4034375E-5              34                         116
9280              7.401258E-5              272                         157
10989              7.398504E-5              26                         137
3228              7.395265E-5              47                         98
5185              7.392372E-5              110                         159
8608              7.3913594E-5              13                         78
5489              7.3729825E-5              233                         119
9779              7.368942E-5              1                         58
9692              7.3654075E-5              5                         153
7584              7.3620846E-5              113                         41
8955              7.358915E-5              0                         45
9095              7.3426396E-5              177                         189
4766              7.339296E-5              0                         128
11038              7.332701E-5              492                         76
8734              7.330913E-5              155                         53
9450              7.3276155E-5              26                         135
3461              7.3252224E-5              0                         12
8063              7.3204275E-5              85                         196
2976              7.319854E-5              431                         233
7351              7.3190466E-5              1                         148
8049              7.3111674E-5              83                         116
3854              7.3076095E-5              20                         67
3260              7.303853E-5              1                         124
4457              7.299999E-5              32                         68
5670              7.2918694E-5              115                         159
2488              7.2918134E-5              63                         106
8384              7.289227E-5              35                         68
3870              7.27926E-5              6                         64
5598              7.2789E-5              114                         117
9381              7.2657E-5              207                         100
4948              7.263364E-5              29                         124
4172              7.263011E-5              0                         39
11006              7.2595256E-5              39                         113
4818              7.255194E-5              292                         48
4205              7.254764E-5              77                         106
8926              7.253718E-5              3                         100
10816              7.2536895E-5              40                         23
6363              7.243357E-5              5                         64
4899              7.2432566E-5              4                         24
8212              7.225013E-5              180                         184
3846              7.221218E-5              21                         54
3847              7.220039E-5              20                         58
10638              7.2166535E-5              3                         97
5445              7.209114E-5              6                         128
3853              7.201069E-5              20                         50
6803              7.19748E-5              176                         120
6990              7.19668E-5              108                         113
10497              7.195204E-5              9                         143
3831              7.187994E-5              20                         48
3852              7.185689E-5              20                         47
10794              7.1845425E-5              146                         54
5629              7.182225E-5              6                         51
47              7.180772E-5              10                         19
3165              7.179414E-5              4                         21
6088              7.177835E-5              151                         98
3838              7.1762064E-5              20                         41
3858              7.1733826E-5              20                         37
10869              7.171524E-5              0                         23
9330              7.169432E-5              267                         141
3856              7.1692266E-5              19                         41
8372              7.169088E-5              21                         40
3857              7.1681476E-5              20                         30
11362              7.167781E-5              123                         23
3834              7.1669514E-5              20                         29
1208              7.161132E-5              59                         98
6298              7.15956E-5              13                         81
3840              7.159039E-5              20                         20
3841              7.158746E-5              19                         39
3837              7.158059E-5              20                         19
7315              7.153915E-5              60                         166
6382              7.150508E-5              76                         117
7337              7.150196E-5              28                         26
7477              7.14967E-5              6                         42
6116              7.144955E-5              13                         27
7335              7.1432216E-5              421                         180
3833              7.139058E-5              17                         47
7888              7.1291426E-5              57                         94
10185              7.126728E-5              9                         17
8233              7.1250084E-5              58                         138
1152              7.1229966E-5              1                         33
10006              7.118452E-5              25                         90
10456              7.117736E-5              0                         173
9808              7.1070834E-5              1                         15
5018              7.1064685E-5              112                         118
6119              7.1027505E-5              36                         91
9385              7.101043E-5              4                         21
10001              7.0942115E-5              153                         133
9959              7.093126E-5              388                         100
9224              7.08831E-5              160                         100
6377              7.086226E-5              2                         52
10513              7.0839465E-5              210                         115
2995              7.083161E-5              4                         100
5567              7.081581E-5              147                         77
8176              7.080816E-5              0                         104
2466              7.0762515E-5              48                         82
9747              7.074161E-5              98                         173
6479              7.070614E-5              2                         5
8047              7.0682596E-5              3                         160
6707              7.063452E-5              5                         140
7289              7.0617025E-5              26                         112
9925              7.060695E-5              264                         130
11165              7.05577E-5              192                         118
6405              7.052595E-5              20                         11
2406              7.051109E-5              14                         97
9986              7.0494905E-5              87                         123
7524              7.038342E-5              51                         104
8504              7.032783E-5              27                         50
2604              7.026619E-5              1                         161
8241              7.022927E-5              22                         143
7029              7.021999E-5              106                         132
6720              7.013441E-5              1                         109
8479              7.002823E-5              76                         86
10618              6.999695E-5              2                         159
8702              6.996827E-5              97                         95
1153              6.992513E-5              1                         80
5650              6.992251E-5              275                         187
5296              6.9768874E-5              1                         105
2794              6.9657064E-5              117                         118
6371              6.9614245E-5              2                         54
6187              6.956716E-5              64                         59
9339              6.953565E-5              126                         9
5156              6.948298E-5              3                         44
9356              6.947276E-5              1                         53
7855              6.9392896E-5              171                         123
4754              6.932882E-5              61                         81
9170              6.920572E-5              143                         66
4374              6.918481E-5              52                         125
9161              6.912364E-5              55                         78
10013              6.9105954E-5              7                         89
6378              6.906588E-5              227                         127
7345              6.9050104E-5              11                         121
5003              6.902725E-5              31                         94
9990              6.90265E-5              5                         52
8237              6.900595E-5              35                         125
9602              6.8947345E-5              74                         74
6018              6.8934314E-5              1                         129
8719              6.8933005E-5              14                         125
3845              6.887986E-5              20                         55
6492              6.884957E-5              17                         59
6970              6.880481E-5              41                         72
9630              6.878227E-5              90                         92
4977              6.871191E-5              79                         101
8900              6.867964E-5              0                         120
5315              6.8654284E-5              260                         139
7742              6.8614114E-5              335                         95
7388              6.858514E-5              368                         205
8375              6.8518784E-5              5                         109
9549              6.8517285E-5              55                         98
7637              6.851427E-5              2                         98
8418              6.85073E-5              143                         75
4654              6.8506066E-5              10                         104
11226              6.850137E-5              94                         37
10146              6.849987E-5              34                         127
2613              6.848284E-5              1                         107
1276              6.843153E-5              18                         22
3848              6.841626E-5              20                         42
2929              6.84111E-5              18                         18
3088              6.84111E-5              18                         18
3098              6.84111E-5              18                         18
9648              6.837506E-5              195                         57
6183              6.836772E-5              87                         103
3084              6.8316986E-5              17                         33
3851              6.8286136E-5              20                         39
7783              6.8279674E-5              14                         120
1026              6.823011E-5              17                         18
2403              6.823011E-5              17                         18
8872              6.8196525E-5              4                         57
6587              6.811642E-5              1                         3
2951              6.810616E-5              1                         202
10369              6.807227E-5              12                         160
10156              6.806614E-5              14                         43
11250              6.806612E-5              280                         116
5950              6.805699E-5              2                         173
5733              6.8003406E-5              150                         169
8080              6.798468E-5              135                         104
8585              6.79273E-5              66                         66
10492              6.78762E-5              83                         146
6205              6.784828E-5              0                         126
4712              6.7708985E-5              52                         113
7889              6.7695895E-5              328                         92
6482              6.7674424E-5              67                         126
8153              6.7482426E-5              0                         16
8978              6.743753E-5              11                         42
7073              6.742231E-5              111                         81
11080              6.7381094E-5              40                         102
8395              6.737471E-5              1                         80
295              6.736428E-5              1                         9
10675              6.735984E-5              1                         130
8498              6.73556E-5              4                         67
7036              6.7276385E-5              132                         168
10328              6.723147E-5              408                         157
6157              6.722641E-5              5                         121
4002              6.722606E-5              296                         165
6890              6.7183166E-5              257                         115
11285              6.714163E-5              43                         128
6034              6.711725E-5              8                         20
8594              6.707663E-5              86                         93
6414              6.7018766E-5              445                         5
6641              6.699551E-5              129                         75
4741              6.6920235E-5              8                         21
7467              6.6907414E-5              0                         107
5484              6.690251E-5              218                         114
7728              6.686309E-5              3                         119
10139              6.677405E-5              113                         153
9080              6.677013E-5              257                         164
2700              6.6767694E-5              1                         129
8971              6.6751774E-5              67                         110
3327              6.6742585E-5              1                         148
6948              6.672862E-5              11                         74
262              6.667858E-5              3                         1
9573              6.6646724E-5              224                         104
7435              6.649992E-5              3                         166
9822              6.6491855E-5              1                         115
2444              6.648233E-5              193                         119
7025              6.647011E-5              108                         85
8968              6.64214E-5              0                         90
10495              6.6416826E-5              3                         117
761              6.6270215E-5              243                         142
5382              6.6241315E-5              87                         129
8729              6.623457E-5              29                         56
9118              6.620618E-5              39                         81
3981              6.618672E-5              4                         110
9078              6.605334E-5              10                         90
4136              6.6019806E-5              3                         9
10639              6.595333E-5              27                         112
10514              6.5896806E-5              11                         30
5713              6.583882E-5              202                         133
5275              6.583329E-5              110                         103
7668              6.579659E-5              0                         15
6797              6.5780965E-5              143                         98
7808              6.568928E-5              64                         144
7227              6.5643944E-5              2                         56
10835              6.5642205E-5              113                         111
7218              6.5602035E-5              99                         100
5707              6.55927E-5              103                         112
4462              6.5564316E-5              98                         112
4432              6.551737E-5              66                         73
4813              6.551458E-5              109                         99
6918              6.550555E-5              6                         118
7210              6.5499415E-5              335                         127
4827              6.5462395E-5              4                         59
5651              6.54291E-5              40                         172
10677              6.542864E-5              5                         63
3849              6.540826E-5              19                         31
8785              6.536235E-5              0                         152
9459              6.529518E-5              67                         74
9927              6.5278E-5              135                         97
5665              6.5231776E-5              158                         163
4014              6.518757E-5              4                         4
6626              6.512745E-5              115                         39
3872              6.5126726E-5              12                         30
5709              6.5125096E-5              4                         46
6452              6.5101E-5              21                         14
6130              6.509075E-5              71                         142
9877              6.508201E-5              306                         74
3658              6.504196E-5              72                         121
8977              6.50345E-5              8                         124
10231              6.5033324E-5              27                         95
3129              6.4967266E-5              29                         33
3584              6.491921E-5              601                         140
7862              6.4882566E-5              9                         87
10655              6.477802E-5              82                         67
2354              6.469909E-5              2                         10
10257              6.4695814E-5              806                         112
4324              6.461934E-5              62                         140
6444              6.456097E-5              18                         9
7242              6.455966E-5              4                         31
9315              6.452993E-5              27                         98
5549              6.451401E-5              43                         68
10233              6.450427E-5              98                         94
5256              6.444678E-5              13                         95
11224              6.443908E-5              24                         149
9804              6.4393105E-5              42                         94
9634              6.4370135E-5              147                         54
9223              6.436999E-5              8                         46
8813              6.435373E-5              84                         136
5532              6.4245265E-5              133                         107
11337              6.4237574E-5              43                         84
4408              6.415749E-5              1                         60
8514              6.403037E-5              16                         10
6159              6.401488E-5              120                         130
7751              6.401367E-5              314                         159
3117              6.400924E-5              19                         33
8725              6.395372E-5              2                         14
8041              6.394632E-5              0                         51
4856              6.389374E-5              3                         127
1989              6.38551E-5              2                         40
7163              6.381641E-5              1                         21
3906              6.379699E-5              3                         51
3199              6.37855E-5              2                         58
10504              6.3775886E-5              51                         92
8083              6.373446E-5              7                         63
9473              6.368304E-5              111                         96
10777              6.365111E-5              71                         58
6242              6.3613246E-5              12                         119
8448              6.360327E-5              31                         61
8360              6.3574764E-5              40                         123
10832              6.357005E-5              1                         57
2445              6.3540356E-5              394                         172
11049              6.349933E-5              11                         103
4823              6.3462074E-5              57                         133
8409              6.341004E-5              26                         141
1209              6.3382904E-5              16                         25
6372              6.333924E-5              7                         91
10586              6.332444E-5              0                         76
5375              6.3312684E-5              199                         85
9746              6.325315E-5              104                         97
5179              6.325295E-5              123                         137
6081              6.322641E-5              1                         66
3315              6.317971E-5              1                         79
7840              6.3164174E-5              36                         78
2396              6.312957E-5              78                         144
669              6.312864E-5              163                         79
6982              6.312301E-5              119                         93
7276              6.3103E-5              4                         8
4152              6.308638E-5              5                         44
4474              6.2941435E-5              19                         71
8815              6.286343E-5              99                         139
8682              6.2833926E-5              121                         89
1495              6.277351E-5              6                         6
6260              6.27055E-5              355                         123
9517              6.27041E-5              1                         74
10093              6.2670035E-5              67                         88
4005              6.258367E-5              79                         101
5063              6.25337E-5              6                         91
2969              6.251675E-5              168                         159
10959              6.251597E-5              372                         114
5288              6.2511346E-5              100                         93
3045              6.25013E-5              94                         76
3121              6.2489475E-5              250                         142
9683              6.2475025E-5              13                         75
2234              6.24441E-5              4                         7
6911              6.235462E-5              176                         105
10459              6.230247E-5              278                         113
662              6.229893E-5              75                         70
7263              6.228067E-5              1                         72
3933              6.2263636E-5              0                         24
8206              6.225374E-5              144                         29
10967              6.224974E-5              17                         51
3191              6.224802E-5              46                         96
3878              6.2212835E-5              0                         41
6215              6.220526E-5              13                         37
9532              6.2203646E-5              10                         27
8015              6.2192084E-5              2                         24
7102              6.2183244E-5              68                         86
4454              6.217848E-5              12                         73
4816              6.215735E-5              2                         82
10574              6.2137035E-5              12                         148
3303              6.2092695E-5              0                         16
9659              6.203498E-5              59                         125
9386              6.1943E-5              5                         33
5113              6.1883766E-5              24                         18
5151              6.184334E-5              411                         151
5110              6.182468E-5              123                         87
10098              6.172222E-5              83                         141
7716              6.171952E-5              3                         100
9889              6.169733E-5              63                         96
4797              6.163488E-5              7                         50
6439              6.1586754E-5              21                         97
3674              6.155906E-5              23                         22
6785              6.1539766E-5              53                         66
9108              6.1488194E-5              67                         102
9672              6.143532E-5              93                         99
9394              6.13552E-5              14                         105
8983              6.135505E-5              17                         11
7006              6.13183E-5              106                         97
7944              6.127777E-5              903                         64
3861              6.127703E-5              384                         111
2499              6.126126E-5              30                         122
8557              6.1246086E-5              101                         61
9413              6.1218736E-5              4                         36
4032              6.1214654E-5              4                         23
6254              6.1195795E-5              16                         94
2505              6.118441E-5              108                         91
10463              6.111959E-5              50                         104
5195              6.110296E-5              1                         37
3783              6.108873E-5              211                         214
9534              6.10234E-5              13                         71
8995              6.1012026E-5              58                         113
7698              6.1009425E-5              303                         83
4940              6.09267E-5              69                         54
8628              6.0863404E-5              111                         92
3580              6.0862585E-5              5                         3
11119              6.0827508E-5              0                         56
5367              6.0814327E-5              0                         53
2962              6.0801827E-5              1                         90
6869              6.0799113E-5              1                         70
4552              6.0785846E-5              10                         58
7483              6.0717193E-5              13                         18
