id out in
2141 79 18
2142 0 4
2143 1 4
2144 1 4
2145 0 13
2146 14 9
2147 11 2
2148 12 4
2149 0 1
2150 0 3
2151 39 6
2152 8 38
2153 0 5
2154 0 3
2155 2 1
2156 13 12
2157 0 3
2158 0 7
2159 2 5
2160 0 2
2161 2 2
2162 0 2
2163 4 5
2164 9 3
2165 6 34
2166 320 2
2167 0 2
2168 0 8
2169 10 46
2170 13 13
2171 4 2
2172 51 16
2173 7 12
2174 1 1
2175 0 0
2176 2 5
2177 1 1
2178 0 2
2179 1 28
2180 7 20
2181 4 10
2182 2 2
2183 0 2
2184 114 4
2185 20 20
2186 0 2
2187 20 20
2188 0 7
2189 0 2
2190 1 2
2191 13 21
2192 5 64
2193 33 37
2194 72 42
2195 5 5
2196 1 0
2197 3 6
2198 1 8
2199 1 9
2200 2 4
2201 11 18
2202 0 9
2203 0 1
2204 0 4
2205 3 6
2206 36 37
2207 1 9
2208 24 11
2209 422 144
2210 0 9
2211 0 6
2212 0 14
2213 3 7
2214 96 262
2215 3 63
2216 20 22
2217 20 32
2218 30 25
2219 2 33
2220 4 47
2221 4 32
2222 9 30
2223 1 8
2224 89 36
2225 2 41
2226 417 58
2227 162 39
2228 204 31
2229 2879 45
2230 378 40
2231 4 26
2232 1 10
2233 42 27
2234 4 7
2235 1 6
2236 0 5
2237 0 0
2238 1 15
2239 1 162
2240 4 3
2241 0 1
2242 0 4
2243 7 12
2244 33 33
2245 1 4
2246 1 3
2247 0 9
2248 1 7
2249 1 2
2250 1 2
2251 57 18
2252 4 6
2253 1 2
2254 1 1
2255 52 39
2256 1 5
2257 0 139
2258 1 3
2259 39 197
2260 3 20
2261 1 3
2262 1 7
2263 0 0
2264 0 0
2265 0 22
2266 182 22
2267 6 2
2268 0 1
2269 2 1
2270 4 8
2271 5 10
2272 1 1
2273 1 1
2274 1 6
2275 6 16
2276 0 5
2277 97 29
2278 19 22
2279 62 7
2280 2 14
2281 37 10
2282 4 3
2283 0 5
2284 11 8
2285 26 5
2286 0 4
2287 8 16
2288 137 86
2289 24 19
2290 0 7
2291 0 4
2292 3 8
2293 0 1
2294 0 9
2295 6 0
2296 0 6
2297 18 7
2298 1 4
2299 10 8
2300 0 4
2301 0 1
2302 1 9
2303 1 2
2304 1 3
2305 0 4
2306 6 4
2307 0 6
2308 38 10
2309 13 11
2310 311 40
2311 0 12
2312 22 3
2313 97 16
2314 0 3
2315 9 15
2316 0 2
2317 0 10
2318 49 1
2319 7 4
2320 61 4
2321 0 69
2322 0 3
2323 0 4
2324 10 36
2325 0 1
2326 2 7
2327 1 18
2328 316 40
2329 1 21
2330 22 25
2331 0 8
2332 13 30
2333 307 18
2334 2 9
2335 0 1
2336 0 4
2337 1 5
2338 0 5
2339 13 30
2340 26 48
2341 1 18
2342 0 16
2343 54 65
2344 2 22
2345 0 10
2346 63 32
2347 1 10
2348 0 2
2349 20 1
2350 5669 15
2351 4 23
2352 1 31
2353 5 5
2354 2 10
2355 1 2
2356 94 27
2357 0 1
2358 0 2
2359 0 1
2360 1 1
2361 1 2
2362 1 1
2363 103 2
2364 92 29
2365 1 1
2366 3 1
2367 2 1
2368 0 1
2369 3 1
2370 2 3
2371 3 1
2372 5 24
2373 7 2
2374 2 24
2375 1 95
2376 3 1
2377 3 9
2378 2 7
2379 1 10
2380 37 53
2381 27 28
2382 0 6
2383 4 32
2384 42 29
2385 42 5
2386 1 53
2387 39 1
2388 19 6
2389 26 12
2390 2 7
2391 2 5
2392 25 26
2393 2 18
2394 8 11
2395 1 0
2396 78 144
2397 20 10
2398 38 120
2399 13 4
2400 9 1
2401 13 1
2402 1 1
2403 17 18
2404 0 1
2405 33 32
2406 14 97
2407 0 4
2408 8 13
2409 36 14
2410 109 25
2411 33 34
2412 4 66
2413 138 91
2414 91 9
2415 52 29
2416 16 49
2417 3 20
2418 10 31
2419 30 1
2420 1 3
2421 8 12
2422 60 20
2423 12 70
2424 18 18
2425 3 2
2426 0 1
2427 13 2
2428 11 1
2429 13 1
2430 7 13
2431 50 24
2432 0 2
2433 1 11
2434 10 2
2435 2 8
2436 1 24
2437 84 23
2438 0 10
2439 8 56
2440 9 7
2441 192 31
2442 406 107
2443 106 74
2444 193 119
2445 394 172
2446 56 28
2447 115 93
2448 208 4
2449 4 27
2450 25 44
2451 54 11
2452 40 15
2453 2 14
2454 194 63
2455 91 87
2456 188 65
2457 1 33
2458 49 20
2459 0 36
2460 499 92
2461 13 34
2462 110 51
2463 20 20
2464 1 0
2465 3 30
2466 48 82
2467 22 19
2468 1 4
2469 2 22
2470 0 1
2471 1 2
2472 2 13
2473 9 58
2474 8 13
2475 12 28
2476 15 21
2477 171 16
2478 1 2
2479 41 19
2480 452 19
2481 43 26
2482 165 160
2483 0 1
2484 68 38
2485 11 67
2486 67 214
2487 27 62
2488 63 106
2489 16 21
2490 4 26
2491 5 8
2492 5 12
2493 5 6
2494 16 84
2495 5 7
2496 5 25
2497 39 153
2498 121 190
2499 30 122
2500 13 41
2501 21 24
2502 10 79
2503 6 5
2504 14 45
2505 108 91
2506 4 15
2507 5 6
2508 43 286
2509 19 34
2510 3 27
2511 115 139
2512 36 33
2513 1 3
2514 1 200
2515 0 2
2516 5 32
2517 8 3
2518 0 1
2519 36 25
2520 1 2
2521 6 7
2522 1 5
2523 138 33
2524 2 8
2525 29 8
2526 32 20
2527 12 15
2528 53 93
2529 2 2
2530 78 18
2531 382 28
2532 8 25
2533 13 8
2534 9 9
2535 1 2
2536 33 22
2537 104 58
2538 275 48
2539 372 130
2540 5 251
2541 21 6
2542 26 14
2543 4 3
2544 61 62
2545 3 1
2546 18 25
2547 1 1
2548 29 98
2549 2 5
2550 13 14
2551 4 62
2552 0 12
2553 0 1
2554 0 1
2555 95 140
2556 10 9
2557 133 42
2558 0 1
2559 2 3
2560 4 33
2561 10 1
2562 0 10
2563 2 10
2564 1 2
2565 2 1
2566 1 3
2567 0 13
2568 43 13
2569 10 9
2570 4 4
2571 279 181
2572 0 35
2573 31 39
2574 1 16
2575 2 3
2576 153 13
2577 105 5
2578 19 31
2579 1 8
2580 1 14
2581 3 4
2582 13 12
2583 27 9
2584 3 2
2585 66 15
2586 7 10
2587 33 33
2588 3 0
2589 0 17
2590 58 35
2591 48 14
2592 7 83
2593 8 13
2594 6 63
2595 33 33
2596 0 15
2597 33 32
2598 13 3
2599 10 1
2600 13 1
2601 296 33
2602 39 9
2603 118 18
2604 1 161
2605 300 306
2606 3 8
2607 3236 13
2608 26 75
2609 1 26
2610 27 84
2611 112 27
2612 30 51
2613 1 107
2614 0 100
2615 1 57
2616 42 24
2617 3 33
2618 0 13
2619 11 15
2620 2100 55
2621 3 4
2622 0 18
2623 0 42
2624 70 22
2625 0 4
2626 13 15
2627 194 23
2628 26 13
2629 1 12
2630 8 18
2631 131 148
2632 78 41
2633 27 28
2634 43 39
2635 0 13
2636 25 116
2637 122 32
2638 12 3
2639 0 15
2640 24 23
2641 20 20
2642 31 35
2643 2 9
2644 1 22
2645 144 13
2646 758 1
2647 2 21
2648 2 3
2649 0 4
2650 20 10
2651 17 3
2652 106 8
2653 1 22
2654 1 89
2655 47 59
2656 17 50
2657 222 19
2658 195 37
2659 120 152
2660 130 174
2661 20 19
2662 2 2
2663 0 29
2664 11 42
2665 1 15
2666 12 4
2667 11 18
2668 288 26
2669 0 8
2670 1 3
2671 2 2
2672 3 6
2673 2 5
2674 0 2
2675 20 19
2676 355 2
2677 278 108
2678 50 1
2679 53 38
2680 1 12
2681 346 40
2682 350 14
2683 3 6
2684 8 20
2685 1 8
2686 2 21
2687 0 39
2688 1 4
2689 1 13
2690 453 153
2691 2 8
2692 4 9
2693 262 49
2694 0 80
2695 38 9
2696 1 25
2697 8 19
2698 470 1
2699 390 27
2700 1 129
2701 420 21
2702 130 184
2703 0 1
2704 7 4
2705 2 1
2706 1 5
2707 276 9
2708 1 35
2709 159 39
2710 318 79
2711 256 82
2712 33 53
2713 77 22
2714 0 6
2715 37 40
2716 1 221
2717 8 5
2718 33 7
2719 1193 13
2720 10 25
2721 28 14
2722 0 102
2723 1 2
2724 2 9
2725 1 3
2726 41 27
2727 2 40
2728 169 5
2729 69 18
2730 3 3
2731 40 1
2732 7 25
2733 122 14
2734 121 29
2735 0 14
2736 0 32
2737 97 18
2738 0 26
2739 0 31
2740 154 5
2741 0 1
2742 180 45
2743 1 1
2744 1 10
2745 62 3
2746 129 70
2747 1 2
2748 355 31
2749 86 150
2750 26 16
2751 147 66
2752 61 31
2753 61 137
2754 33 33
2755 4 19
2756 0 19
2757 2 14
2758 15 11
2759 52 15
2760 0 5
2761 130 3
2762 0 1
2763 1 8
2764 1 1
2765 1 2
2766 1 3
2767 1 21
2768 38 201
2769 2 3
2770 0 3
2771 27 15
2772 1 12
2773 313 49
2774 2 61
2775 6 17
2776 1 1
2777 33 13
2778 185 59
2779 158 13
2780 91 24
2781 99 103
2782 23 42
2783 84 13
2784 10 8
2785 18 5
2786 50 7
2787 213 130
2788 1 2
2789 3 11
2790 116 127
2791 48 307
2792 39 36
2793 1 12
2794 117 118
2795 0 1
2796 27 2
2797 0 3
2798 0 1
2799 90 96
2800 65 116
2801 190 114
2802 2 1
2803 1 1
2804 1 365
2805 33 33
2806 113 26
2807 3 39
2808 1 10
2809 218 42
2810 43 43
2811 1 6
2812 7 29
2813 29 77
2814 1 10
2815 0 6
2816 69 57
2817 10 69
2818 35 2
2819 13 21
2820 3 6
2821 11 14
2822 1 7
2823 310 45
2824 2 1
2825 0 1
2826 8 1
2827 1 1
2828 38 13
2829 2 3
2830 185 40
2831 3 33
2832 11 15
2833 40 27
2834 78 21
2835 22 26
2836 58 18
2837 11 17
2838 28 19
2839 108 26
2840 40 24
2841 20 14
2842 67 24
2843 14 26
2844 43 15
2845 19 14
2846 6 14
2847 85 26
2848 7 15
2849 14 12
2850 10 24
2851 13 16
2852 3 16
2853 62 12
2854 26 20
2855 29 17
2856 16 12
2857 3 16
2858 2 11
2859 87 17
2860 40 20
2861 20 31
2862 21 21
2863 34 20
2864 10 18
2865 8 13
2866 57 25
2867 9 21
2868 10 7
2869 2 12
2870 2 9
2871 11 24
2872 1 56
2873 6 13
2874 37 23
2875 8 18
2876 11 17
2877 6 21
2878 19 26
2879 7 10
2880 22 2
2881 74 60
2882 6 2
2883 2 2
2884 11 66
2885 306 343
2886 67 97
2887 0 69
2888 35 32
2889 1 49
2890 19 11
2891 1 20
2892 9 12
2893 399 29
2894 75 21
2895 0 20
2896 0 7
2897 23 12
2898 0 18
2899 0 29
2900 0 27
2901 0 4
2902 21 45
2903 12 2
2904 9 1
2905 11 1
2906 16 47
2907 20 20
2908 0 22
2909 20 22
2910 7 28
2911 6 30
2912 1 3
2913 2 6
2914 3 2
2915 138 4
2916 9 32
2917 20 21
2918 19 77
2919 2 51
2920 12 3
2921 8 13
2922 4 11
2923 11 1
2924 11 1
2925 0 52
2926 13 3
2927 11 1
2928 13 1
2929 18 18
2930 20 38
2931 5 132
2932 0 7
2933 114 51
2934 8 17
2935 740 503
2936 20 20
2937 199 73
2938 686 514
2939 2 1
2940 220 26
2941 149 138
2942 0 85
2943 0 2
2944 27 28
2945 306 48
2946 47 90
2947 0 2
2948 0 2
2949 0 2
2950 38 25
2951 1 202
2952 43 41
2953 1 2
2954 46 70
2955 73 2
2956 94 22
2957 0 6
2958 995 1776
2959 152 169
2960 19 597
2961 1 41
2962 1 90
2963 136 248
2964 0 44
2965 0 2
2966 7 8
2967 3 11
2968 2 6
2969 168 159
2970 85 104
2971 5 64
2972 0 7
2973 2 1
2974 13 12
2975 67 43
2976 431 233
2977 310 39
2978 97 1
2979 2 4
2980 94 172
2981 0 16
2982 11 9
2983 8 3
2984 220 28
2985 21 53
2986 2 9
2987 40 24
2988 13 25
2989 1 1
2990 33 33
2991 1 11
2992 363 543
2993 6 18
2994 10 16
2995 4 100
2996 0 1
2997 217 16
2998 483 35
2999 434 398
3000 2 31
3001 311 43
3002 427 47
3003 93 2
3004 15 6
3005 1 2
3006 263 76
3007 3 9
3008 0 9
3009 1 2
3010 93 34
3011 1 27
3012 18 3
3013 1 3
3014 9 31
3015 0 4
3016 2 58
3017 99 59
3018 0 1
3019 62 40
3020 125 107
3021 20 22
3022 425 14
3023 9 19
3024 57 2
3025 13 12
3026 40 39
3027 6 14
3028 35 215
3029 18 48
3030 186 143
3031 53 53
3032 267 10
3033 30 15
3034 45 13
3035 0 25
3036 33 34
3037 1 2
3038 119 88
3039 1 6
3040 0 2
3041 0 58
3042 0 13
3043 1 42
3044 0 1
3045 94 76
3046 3 5
3047 1 19
3048 29 31
3049 421 32
3050 504 48
3051 102 31
3052 74 25
3053 87 58
3054 140 41
3055 196 40
3056 248 172
3057 141 53
3058 87 11
3059 17 55
3060 96 20
3061 1 23
3062 4 13
3063 0 46
3064 37 46
3065 22 36
3066 13 2
3067 10 1
3068 12 1
3069 7 27
3070 7 10
3071 10 9
3072 13 22
3073 13 2
3074 9 1
3075 13 1
3076 7 24
3077 1 14
3078 3 5
3079 203 111
3080 153 78
3081 1 1
3082 1 11
3083 7 1
3084 17 33
3085 14 18
3086 1 1
3087 1 2
3088 18 18
3089 48 68
3090 490 241
3091 0 3
3092 33 38
3093 7 42
3094 4 21
3095 8 17
3096 20 20
3097 2 7
3098 18 18
3099 0 2
3100 207 7
3101 345 65
3102 25 12
3103 1 105
3104 712 261
3105 0 3
3106 13 21
3107 50 10
3108 0 3
3109 14 22
3110 9 1
3111 13 2
3112 54 96
3113 3 6
3114 4 9
3115 175 1
3116 0 3
3117 19 33
3118 3 22
3119 1 4
3120 0 19
3121 250 142
3122 28 1
3123 8 74
3124 259 2
3125 10 1
3126 6 6
3127 0 10
3128 23 10
3129 29 33
3130 121 36
3131 1 7
3132 12 8
3133 9 10
3134 10 9
3135 5 5
3136 15 37
3137 1 5
3138 118 65
3139 41 10
3140 44 11
3141 62 41
3142 1 10
3143 4 10
3144 2 11
3145 36 7
3146 45 40
3147 9 7
3148 4 15
3149 0 7
3150 12 2
3151 42 75
3152 11 1
3153 2 2
3154 16 35
3155 24 4
3156 298 33
3157 0 1
3158 398 8
3159 0 1
3160 202 58
3161 3 32
3162 296 36
3163 3 10
3164 20 20
3165 4 21
3166 8 5
3167 44 54
3168 0 245
3169 3 2
3170 1 17
3171 2 1
3172 22 2
3173 4 35
3174 35 41
3175 5 1
3176 1 8
3177 108 63
3178 5 6
3179 0 1
3180 1 6
3181 0 2
3182 0 4
3183 1 1
3184 0 3
3185 0 2
3186 14 1
3187 1 4
3188 1 14
3189 0 1
3190 14 106
3191 46 96
3192 4 1
3193 29 29
3194 1 17
3195 4 20
3196 7 35
3197 3 18
3198 0 16
3199 2 58
3200 48 1
3201 0 28
3202 0 3
3203 236 31
3204 33 32
3205 8 14
3206 20 20
3207 0 8
3208 1 17
3209 6 14
3210 0 2
3211 164 36
3212 565 35
3213 0 1
3214 0 1
3215 1 5
3216 1 37
3217 34 37
3218 310 57
3219 149 43
3220 1 1
3221 3 4
3222 490 219
3223 1 22
3224 0 4
3225 5 1
3226 3 3
3227 0 1
3228 47 98
3229 0 15
3230 6 10
3231 1 1
3232 3 6
3233 37 4
3234 44 44
3235 42 11
3236 29 10
3237 11 11
3238 259 25
3239 94 29
3240 330 228
3241 97 46
3242 5 35
3243 2 6
3244 26 11
3245 7 46
3246 18 5
3247 0 1
3248 41 2
3249 5 33
3250 649 49
3251 16 8
3252 149 1
3253 1 1
3254 1 1
3255 15 130
3256 20 19
3257 1633 84
3258 3 67
3259 382 2
3260 1 124
3261 110 14
3262 1 10
3263 13 103
3264 1 79
3265 1 10
3266 1 9
3267 11 2
3268 2 78
3269 290 21
3270 2 18
3271 2 6
3272 14 24
3273 0 44
3274 1 2
3275 35 1
3276 2 14
3277 2 12
3278 4 17
3279 6 5
3280 10 23
3281 0 1
3282 0 4
3283 0 23
3284 30 21
3285 127 20
3286 17 3
3287 13 22
3288 184 32
3289 1 12
3290 1 3
3291 35 14
3292 221 16
3293 0 31
3294 2 7
3295 3 2
3296 0 4
3297 1 4
3298 0 18
3299 33 34
3300 2 15
3301 2 41
3302 0 25
3303 0 16
3304 1 5
3305 1 3
3306 1 24
3307 7 28
3308 2 2
3309 0 23
3310 5 4
3311 0 13
3312 1 21
3313 4 12
3314 1 37
3315 1 79
3316 0 27
3317 0 2
3318 1 20
3319 6 19
3320 0 27
3321 0 26
3322 1 1
3323 5 4
3324 252 117
3325 1 39
3326 12 65
3327 1 148
3328 5 50
3329 1 2
3330 1 1
3331 4 33
3332 22 22
3333 103 27
3334 16 11
3335 33 1
3336 33 33
3337 0 4
3338 0 3
3339 0 123
3340 4 2
3341 6 6
3342 18 8
3343 2 8
3344 16 6
3345 4 1
3346 0 1
3347 33 32
3348 7 3
3349 74 1
3350 35 12
3351 1 33
3352 1 2
3353 0 20
3354 0 17
3355 29 21
3356 683 180
3357 15 12
3358 0 32
3359 8 17
3360 1 7
3361 8 3
3362 8 12
3363 1 23
3364 1 5
3365 0 15
3366 22 2
3367 255 308
3368 387 157
3369 1 2
3370 3 4
3371 28 82
3372 0 19
3373 1 12
3374 14 13
3375 13 23
3376 47 223
3377 8 181
3378 11 87
3379 1 47
3380 12 2
3381 9 1
3382 12 1
3383 4 5
3384 13 3
3385 11 1
3386 13 1
3387 16 28
3388 1 230
3389 94 75
3390 13 41
3391 6 1
3392 0 12
3393 85 31
3394 1 54
3395 0 23
3396 6 49
3397 504 78
3398 0 1
3399 273 25
3400 196 21
3401 120 19
3402 178 22
3403 13 1
3404 9 1
3405 12 1
3406 42 121
3407 52 51
3408 74 91
3409 1 3
3410 90 13
3411 20 20
3412 2 24
3413 23 71
3414 51 1
3415 1 24
3416 8 16
3417 15 19
3418 15 97
3419 5 1
3420 26 181
3421 6 8
3422 31 43
3423 12 10
3424 11 39
3425 17 8
3426 1 10
3427 309 27
3428 0 1
3429 115 18
3430 122 38
3431 4 6
3432 4 7
3433 323 32
3434 54 16
3435 73 13
3436 0 1
3437 0 8
3438 1 13
3439 0 4
3440 0 20
3441 1 191
3442 1 63
3443 14 8
3444 0 15
3445 6 11
3446 19 14
3447 1 3
3448 10 22
3449 0 1
3450 58 121
3451 71 1
3452 0 14
3453 5 14
3454 1 9
3455 0 1
3456 1 18
3457 0 34
3458 288 43
3459 3 3
3460 35 34
3461 0 12
3462 220 158
3463 14 14
3464 114 45
3465 319 51
3466 1 2
3467 1 14
3468 1 19
3469 8 57
3470 1 1
3471 168 4
3472 4 2
3473 138 2
3474 123 2
3475 122 2
3476 11 1
3477 1 20
3478 1 8
3479 82 15
3480 212 43
3481 4 26
3482 10 2
3483 7 10
3484 0 18
3485 1 25
3486 316 26
3487 19 19
3488 28 29
3489 12 33
3490 6 1
3491 47 2
3492 1 7
3493 0 1
3494 12 4
3495 10 1
3496 11 2
3497 2 46
3498 0 16
3499 27 13
3500 36 43
3501 8 1
3502 7 76
3503 7 14
3504 914 52
3505 3 9
3506 33 32
3507 21 12
3508 13 30
3509 13 2
3510 8 9
3511 10 1
3512 12 1
3513 617 61
3514 7 99
3515 99 111
3516 0 1
3517 6 6
3518 8 8
3519 0 15
3520 0 12
3521 3 4
3522 36 65
3523 5 2
3524 4 8
3525 356 259
3526 116 65
3527 3 55
3528 1 51
3529 0 25
3530 536 71
3531 66 8
3532 3 1
3533 4 8
3534 103 58
3535 0 108
3536 0 9
3537 0 12
3538 1 180
3539 0 30
3540 0 19
3541 0 20
3542 0 22
3543 54 20
3544 65 37
3545 6 36
3546 5 4
3547 2 8
3548 1 18
3549 308 44
3550 1 1
3551 25 8
3552 126 3
3553 677 38
3554 1 11
3555 35 2
3556 2 35
3557 2 12
3558 3 9
3559 1 2
3560 3 12
3561 3 71
3562 0 6
3563 1 20
3564 0 2
3565 25 15
3566 3 110
3567 1 14
3568 2 9
3569 7 25
3570 0 29
3571 0 58
3572 184 17
3573 4 26
3574 1 12
3575 31 24
3576 1 22
3577 3 1
3578 1 78
3579 4 137
3580 5 3
3581 0 2
3582 0 20
3583 13 12
3584 601 140
3585 1 63
3586 3 42
3587 0 0
3588 81 52
3589 87 24
3590 1133 574
3591 94 111
3592 58 70
3593 13 34
3594 13 20
3595 19 19
3596 18 19
3597 29 16
3598 136 25
3599 1 13
3600 2 4
3601 0 1
3602 53 16
3603 74 194
3604 3 10
3605 0 1
3606 3 7
3607 18 1
3608 40 40
3609 0 7
3610 86 128
3611 20 23
3612 7 9
3613 13 3
3614 10 1
3615 13 2
3616 2 6
3617 8 8
3618 31 14
3619 124 45
3620 0 8
3621 3 13
3622 1 3
3623 1 13
3624 2 1
3625 0 3
3626 0 1
3627 133 17
3628 2 1
3629 5 8
3630 15 0
3631 1 1
3632 1 45
3633 3 3
3634 1172 23
3635 0 14
3636 7 10
3637 6 7
3638 7 11
3639 82 26
3640 1 5
3641 5 2
3642 6 8
3643 0 9
3644 1 10
3645 127 83
3646 50 4
3647 501 78
3648 0 29
3649 236 214
3650 7 5
3651 27 5
3652 1 1
3653 68 55
3654 353 171
3655 283 69
3656 5 7
3657 6 6
3658 72 121
3659 4 10
3660 2 5
3661 13 23
3662 1 7
3663 3 2
3664 46 4
3665 98 6
3666 109 13
3667 2 11
3668 33 8
3669 1 9
3670 4 1
3671 3 3
3672 1 1
3673 20 51
3674 23 22
3675 27 148
3676 1 1
3677 10 24
3678 23 12
3679 106 24
3680 0 1
3681 5 2
3682 6 20
3683 8 32
3684 2 6
3685 56 31
3686 1 1
3687 2 1
3688 7 28
3689 49 53
3690 1411 42
3691 0 20
3692 13 2
3693 9 1
3694 13 1
3695 4 1
3696 2 8
3697 1 1
3698 0 23
3699 0 17
3700 2 4
3701 144 50
3702 0 218
3703 316 19
3704 33 33
3705 158 14
3706 36 36
3707 318 25
3708 22 40
3709 22 7
3710 77 8
3711 1 1
3712 8 14
3713 69 9
3714 42 39
3715 1 17
3716 0 6
3717 4 7
3718 28 13
3719 34 12
3720 0 15
3721 1 13
3722 5 9
3723 3 2
3724 1 1
3725 2 5
3726 16 19
3727 113 98
3728 77 38
3729 74 19
3730 33 28
3731 10 2
3732 37 52
3733 109 17
3734 121 38
3735 68 86
3736 8 2
3737 53 51
3738 42 3
3739 147 19
3740 55 101
3741 47 44
3742 31 59
3743 81 72
3744 12 13
3745 67 293
3746 55 95
3747 82 135
3748 62 101
3749 42 125
3750 29 13
3751 4 87
3752 56 57
3753 29 19
3754 125 31
3755 54 123
3756 72 6
3757 26 17
3758 1 18
3759 46 38
3760 40 32
3761 34 29
3762 33 69
3763 21 80
3764 26 23
3765 2 5
3766 51 22
3767 76 21
3768 35 13
3769 7 25
3770 55 53
3771 7 1
3772 75 30
3773 83 19
3774 271 96
3775 14 4
3776 23 19
3777 24 27
3778 248 1
3779 196 4
3780 81 38
3781 18 54
3782 34 20
3783 211 214
3784 476 241
3785 19 74
3786 0 16
3787 5 16
3788 8 4
3789 4 20
3790 6 4
3791 6 5
3792 4 31
3793 3 36
3794 1 20
3795 0 1
3796 0 7
3797 0 17
3798 18 20
3799 0 0
3800 0 5
3801 9 12
3802 13 6
3803 15 74
3804 1 23
3805 24 65
3806 23 7
3807 1 41
3808 11 6
3809 37 36
3810 1 28
3811 88 87
3812 1 58
3813 3 49
3814 0 31
3815 3 57
3816 0 28
3817 37 53
3818 0 52
3819 0 58
3820 0 25
3821 13 45
3822 9 62
3823 66 24
3824 2 20
3825 14 33
3826 1 34
3827 1 61
3828 1 33
3829 8 24
3830 21 42
3831 20 48
3832 16 68
3833 17 47
3834 20 29
3835 33 64
3836 9 34
3837 20 19
3838 20 41
3839 0 20
3840 20 20
3841 19 39
3842 2 23
3843 2 44
3844 20 88
3845 20 55
3846 21 54
3847 20 58
3848 20 42
3849 19 31
3850 27 56
3851 20 39
3852 20 47
3853 20 50
3854 20 67
3855 7 50
3856 19 41
3857 20 30
3858 20 37
3859 2 33
3860 2 4
3861 384 111
3862 1268 73
3863 3 44
3864 1 1
3865 0 13
3866 13 39
3867 4 8
3868 1 15
3869 10 90
3870 6 64
3871 11 31
3872 12 30
3873 0 24
3874 11 63
3875 391 499
3876 8 55
3877 11 41
3878 0 41
3879 11 63
3880 0 51
3881 6 46
3882 2 58
3883 2 26
3884 0 23
3885 2 18
3886 6 11
3887 21 59
3888 71 55
3889 2 10
3890 222 99
3891 0 27
3892 9 2
3893 6 31
3894 5 29
3895 56 44
3896 0 44
3897 0 26
3898 10 49
3899 0 63
3900 1 8
3901 16 163
3902 5 5
3903 0 26
3904 3 13
3905 4 21
3906 3 51
3907 2 5
3908 24 75
3909 3 65
3910 4 84
3911 1 65
3912 4 16
3913 13 102
3914 5 19
3915 0 15
3916 1 33
3917 0 2
3918 1 32
3919 216 124
3920 1 13
3921 4 11
3922 2 20
3923 0 75
3924 1 43
3925 79 40
3926 5 53
3927 0 24
3928 1 64
3929 4 28
3930 12 47
3931 8 23
3932 13 43
3933 0 24
3934 8 26
3935 0 1
3936 52 18
3937 9 10
3938 1 62
3939 0 40
3940 25 250
3941 1 9
3942 8 59
3943 5 38
3944 17 32
3945 49 44
3946 3 44
3947 9 2
3948 76 54
3949 1 8
3950 4 34
3951 0 11
3952 0 23
3953 13 53
3954 1 23
3955 0 19
3956 865 688
3957 6 2
3958 4 19
3959 0 22
3960 4 165
3961 569 468
3962 1 81
3963 8 45
3964 141 127
3965 221 138
3966 31 132
3967 1 77
3968 0 81
3969 114 44
3970 98 300
3971 410 170
3972 36 271
3973 0 37
3974 2 43
3975 1 22
3976 16 34
3977 16 40
3978 2 44
3979 281 255
3980 35 26
3981 4 110
3982 4 5
3983 30 65
3984 1 60
3985 0 61
3986 0 31
3987 70 27
3988 64 463
3989 185 142
3990 158 100
3991 0 109
3992 10 119
3993 2 67
3994 0 39
3995 11 52
3996 0 52
3997 2 21
3998 4 16
3999 78 72
4000 0 38
4001 9 3
4002 296 165
4003 18 46
4004 15 44
4005 79 101
4006 95 317
4007 7 35
4008 3 44
4009 1 82
4010 3 26
4011 0 1
4012 1 121
4013 4 18
4014 4 4
4015 0 39
4016 40 49
4017 14 35
4018 48 26
4019 14 85
4020 2 104
4021 0 7
4022 20 51
4023 2 33
4024 21 124
4025 18 27
4026 92 133
4027 89 337
4028 4 59
4029 1 41
4030 140 126
4031 9 31
4032 4 23
4033 1091 36
4034 4 29
4035 15 197
4036 5 79
4037 6 2
4038 314 265
4039 98 31
4040 25 9
4041 201 215
4042 1 28
4043 44 60
4044 7 825
4045 0 26
4046 1 26
4047 13 52
4048 0 24
4049 34 201
4050 2818 51
4051 0 23
4052 1 100
4053 0 8
4054 4 14
4055 225 42
4056 8 98
4057 6 50
4058 0 3
4059 0 1
4060 21 138
4061 0 20
4062 8 52
4063 139 647
4064 18 145
4065 60 137
4066 2 25
4067 19 216
4068 12 42
4069 68 42
4070 0 8
4071 23 45
4072 30 60
4073 0 8
4074 0 12
4075 32 2
4076 247 56
4077 1 34
4078 143 151
4079 95 507
4080 182 137
4081 7 55
4082 61 334
4083 41 14
4084 0 1
4085 18 76
4086 154 167
4087 0 26
4088 0 24
4089 96 466
4090 96 272
4091 191 148
4092 36 40
4093 42 166
4094 615 344
4095 12 42
4096 6 24
4097 3 18
4098 12 23
4099 0 2
4100 8 36
4101 4 12
4102 1 3
4103 2 44
4104 28 72
4105 10 25
4106 251 310
4107 19 48
4108 72 80
4109 8 120
4110 41 45
4111 2 43
4112 0 2
4113 0 9
4114 2 17
4115 25 331
4116 157 144
4117 48 120
4118 0 41
4119 49 17
4120 4 20
4121 67 15
4122 36 23
4123 13 20
4124 40 24
4125 0 55
4126 0 27
4127 7 2
4128 8 12
4129 4 11
4130 7 8
4131 7 1
4132 0 20
4133 0 11
4134 3 35
4135 3 8
4136 3 9
4137 3 2
